country,utility name,utility code,utility ID,year,Type of connection, Total number of connections (residential and non-residential) in the utility area,Total Number of residential connections in the utility area,Total electricity sold per year (MWh),Length of distribution network (km) ,Total number of employees ,Average wholesale price paid per MWh (local nominal currency),Average transmission charges per MWh purchased (local nominal currency),OPEX (operation expenditures) of the distribution services (local nominal currency),CAPEX (captial expenditures) of the distribution services (local nominal currency) ,TOTEX (total expenditures) of the distribution network (local nominal currency),Energy losses in distribution per year (due to technical losses and illegal connections) %,Energy losses in distribution per year due to technical losses %,Energy losses in distribution per year due to non-technical losses (illegal connections) %,Average duration of interruptions per subscriber (hours/year),Average frequency of interruptions per subscriber (# interruptions / year),Number of residential subscribers per 100 households in the concession area (Residential coverage) # / 100 households,Number of customer complaints per year,Average duration between customer complaint and the solution of the problem (hours),Average residential tariff (local nominal currency / MWh),Average industrial tariff (local nominal currency / MWh),Installation Cost (residential) local nominal currency,Installation Cost (Industrial) local nominal currency,Year of privatization,Residencial conexions per employee,Energy sold per employee
Belize ,Belize Electricity Limited ,BEL,207001,1997,Elec - Distribution ,46165,40553,172267,,358,,,,32594000,,0.129,,,,,,,,,,,,1,113.2765363,481.1927374
Belize ,Belize Electricity Limited ,BEL,207001,1998,Elec - Distribution ,48829,42735,186731,,357,,,,37700000,,0.123,,,,,,,,,,,,1,119.7058824,523.0560224
Belize ,Belize Electricity Limited ,BEL,207001,1999,Elec - Distribution ,50835,44745,198799,,374,,,,16703000,,0.135,,,,,,,,,,,,1,119.6390374,531.5481283
Belize ,Belize Electricity Limited ,BEL,207001,2000,Elec - Distribution ,53151,52632,229352,,296,121.0085897,180,,29754000,,0.123,,,,,,,,,,,,1,177.8108108,774.8378378
Belize ,Belize Electricity Limited ,BEL,207001,2001,Elec - Distribution ,57083,56599,256715,,244,129.1930124,179,18315000,39029000,57344000,0.125,,,28.47,16.29,,,,,,,,1,231.9631148,1052.110656
Belize ,Belize Electricity Limited ,BEL,207001,2002,Elec - Distribution ,59815,59362,278946,,237,132.3926863,160,16020000,29095000,45115000,0.115,,,,,,,,334,375,,,1,250.4725738,1176.987342
Belize ,Belize Electricity Limited ,BEL,207001,2003,Elec - Distribution ,63076,62544,307553,,242,150.3463625,150,16847000,53964000,70811000,0.115,,,,,,,,,,,,1,258.446281,1270.880165
Belize ,Belize Electricity Limited ,BEL,207001,2004,Elec - Distribution ,66081,65544,329977,,248,148.5546272,140,16895000,25512000,42407000,0.127,,,,,,,,334,425,,,1,264.2903226,1330.552419
Belize ,Belize Electricity Limited ,BEL,207001,2005,Elec - Distribution ,68635,68041,349726,,244,138.4609619,151,17700000,25203000,42903000,0.134,,,36.5,36.7,,,,,,200,,1,278.8565574,1433.303279
Belize ,Belize Electricity Limited ,BEL,207002,2006,Elec - Distribution ,70957,70279,359593,,243,161.7805848,162,18883000,32045000,50928000,0.139,,,9.08,9.28,,,,420,530,,,1,289.2139918,1479.806584
Belize ,Belize Electricity Limited ,BEL,207002,2007,Elec - Distribution ,,,380937,,,,160,,,,,,,,,,,,445,540,,,1,,
Brazil,Boa Vista Energia S.A.,BOVESA,90376,1997,Elec - Distribution,,,,,,,,,,,,,,40.94,68.95,,,,127.23,,,,0,,
Brazil,Boa Vista Energia S.A.,BOVESA,90376,1998,Elec - Distribution,,,244863,,,,,,,,0.1902,0.07608,0.11412,99.36,73.56,0.961,,,133.72,,,,0,,
Brazil,Boa Vista Energia S.A.,BOVESA,90376,1999,Elec - Distribution,47123,42724,248888,1336,192,29.49162818,,98557000,,113218000,0.1974,0.07896,0.11844,57.37,66.44,0.966,16860,45.58333333,150.2075,153.425,,,0,222.5208333,1296.291667
Brazil,Boa Vista Energia S.A.,BOVESA,90376,2000,Elec - Distribution,48663,43620,281033,1374,109,30.44600573,,108707000,,115881000,0.1728,0.06912,0.10368,25.08,47.58,0.879,12596,43.33333333,159.0375,156.7525,,,0,400.1834862,2578.284404
Brazil,Boa Vista Energia S.A.,BOVESA,90376,2001,Elec - Distribution,52147,45908,297655,1443,109,43.72891385,31.43236297,87332000,4200000,93639000,0.1921,0.07684,0.11526,22.66,38.39,0.863,13862,38.91666667,174.3533333,159.1233333,,,0,421.1743119,2730.779817
Brazil,Boa Vista Energia S.A.,BOVESA,90376,2002,Elec - Distribution,54205,46981,320101,1469,107,85.28772776,109.1374285,64682000,6300000,76502000,0.211,0.0844,0.1266,12.83,28.61,0.85,14069,34.4,197.63,182.9291667,94.37,,0,439.0747664,2991.598131
Brazil,Boa Vista Energia S.A.,BOVESA,90376,2003,Elec - Distribution,59381,51781,333037,1573,216,96.05689137,128.8115134,131167000,8049000,147923000,0.2421,0.09684,0.14526,8.17,20.83,0.855,11605,36.42,234.5783333,222.5175,98.56,,0,239.7268519,1541.837963
Brazil,Boa Vista Energia S.A.,BOVESA,90376,2004,Elec - Distribution,61858,54155,353105,1680,213,108.1132032,144.9370584,98807000,10670000,116516000,0.2333,0.09332,0.13998,7.12,16.93,0.876,14841,33,281.08,266.6,102.42,,0,254.2488263,1657.769953
Brazil,Boa Vista Energia S.A.,BOVESA,90376,2005,Elec - Distribution,64138,55879,375118,1795,211,123.9797853,159.5151392,108820000,14392936,128433936,0.2227,0.08908,0.13362,16.48,42.63,0.871,14220,44,336.02,363.97,110.89,,0,264.8293839,1777.810427
Brazil,Boa Vista Energia S.A.,BOVESA,90376,2006,Elec - Distribution,66820,58293,339000,1681,219,123.98,,42409000,7330000,49739000,0.263291574,0.085420089,0.177871485,12.38,30.71,0.989929695,3007,0.583333333,341.6199895,356.2514716,,,,,
Brazil,Boa Vista Energia S.A.,BOVESA,90376,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,1994,Elec - Distribution,56513,,473000,443,347,,,,,,0.1559,,,,,,,,,,,,0,,1363.112392
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,1995,Elec - Distribution,57268,52721,517000,465,316.265625,,,5079600000,,,0.1057,,,,,,,,,,,,0,166.6984833,1634.701843
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,1996,Elec - Distribution,59527,54580,481000,474,316.265625,,,7674930000,,,0.158,,,,,,,,,,,,0,172.5764537,1520.873475
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,1997,Elec - Distribution,63230,57745,528000,483,315.3515625,,,13053745000,,,0.1606,,,,,,,,,,,,0,183.113093,1674.321813
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,1998,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,1999,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,2000,Elec - Distribution,90155,,638000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,2001,Elec - Distribution,92613,,678000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,2002,Elec - Distribution,93529,,679000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,2003,Elec - Distribution,86011,,672000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,2004,Elec - Distribution,90561,,725000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,2005,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Electricidad de Guarenas y Guatire,ELEGGUA,208005,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,1994,Elec - Distribution,92684,,702476,485,407,,,,,,,,,,,,,,,,,,0,,1725.985258
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,1995,Elec - Distribution,89416,76045,733568,519,478.2722513,,,5183300000,648720000,,0.436,,,,,,,,,,,,0,158.9993979,1533.787499
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,1996,Elec - Distribution,91817,78156,788615,774,421.8591549,,,10059930000,,,0.4003,,,,,,,,,,,,0,185.265625,1869.379841
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,1997,Elec - Distribution,96343,80895,859000,774,392,,,14031930000,,,0.3799,,,,,,,,,,,,0,206.3647959,2191.326531
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,1998,Elec - Distribution,103863,87046,974000,774,412,,,1097580800,,,0.360892388,,,,,,,,17077.88754,23133.14071,,,1,211.276699,2364.07767
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,1999,Elec - Distribution,104911,,1024000,809,420.7428571,,,,,,,,,,,,,,22287.53591,31478.42561,,,1,,2433.790574
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,2000,Elec - Distribution,109668,,1129000,937,446,,,,,,0.394154119,,,,,,,,,,,,1,,2531.390135
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,2001,Elec - Distribution,111334,,1241000,,446,,,,,,,,,,,,,,,,,,1,,2782.511211
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,2002,Elec - Distribution,114806,,1252000,,447,,,,,,,,,,,,,,,,,,1,,2800.894855
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,2003,Elec - Distribution,116395,,1184000,,429,,,,,,,,,,,,,,,,,,1,,2759.90676
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,2004,Elec - Distribution,117092,,1311000,,429,,,,,,,,,,,,,,,,,,1,,3055.944056
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,2005,Elec - Distribution,120557,,1408000,,427,,,,,,,,,,,,,,,,,,1,,3297.423888
Venezuela,C.A. Electricidad de Valencia ,ELEVAL,208006,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,17343.47981,,,,,,
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,1994,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,1995,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,1996,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,1997,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,1998,Elec - Distribution,293166,261574,2023000,4563,1072,,,1554060800,,,0.150356993,,,,,,,,,14667.08891,,,0,244.005597,1887.126866
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,1999,Elec - Distribution,,,,,,,,,,,,,,,,,,,25209.30157,18184.79173,,,0,,
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,2000,Elec - Distribution,294242,,2127000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,2001,Elec - Distribution,300612,,2213000,,1115,,,,,,,,,,,,,,,,,,0,,1984.753363
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,2002,Elec - Distribution,307519,,2216000,,1107,,,,,,,,,,,,,,,,,,0,,2001.806685
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,2003,Elec - Distribution,369273,,2183000,,1135,,,,,,,,,,,,,,,,,,0,,1923.348018
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,2004,Elec - Distribution,377569,,2329000,,1152.5,,,,,,,,,,,,,,,,,,0,,2020.824295
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,2005,Elec - Distribution,386239,,2540000,,1170,,,,,,,,,,,,,,,,,,0,,2170.940171
Venezuela,C.A. Energia Electrica de Barquisimeto,ENELBAR,208012,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,1994,Elec - Distribution,297690,,4935592,7024,,,,,,,0.2774,,,,,,,,,,,,0,,
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,1995,Elec - Distribution,315627,272276,5282542,7379,,,,15893980000,,,0.2632,,,48.41,4.13,,,,,,,,0,,
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,1996,Elec - Distribution,335639,290848,5500398,7895,,,,49758732000,,,0.2384,,,35.58,5.16,,,,,,,,0,,
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,1997,Elec - Distribution,358365,311722,5847708,8411,,,,73100265000,,,0.1503,,,34.85,5.09,,,,,,,,0,,
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,1998,Elec - Distribution,379112,331398,6394000,9635,,,,5118662400,,,0.216229468,,,,,,,,20604.29713,33047.21694,,,0,,
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,1999,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,2000,Elec - Distribution,403018,,9667000,,,,,,,,0.316747007,,,,,,,,,,,,0,,
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,2001,Elec - Distribution,396713,,6869000,,1544,,,,,,,,,,,,,,,,,,0,,4448.834197
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,2002,Elec - Distribution,397197,,6712000,,1530,,,,,,,,,,,,,,,,,,0,,4386.928105
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,2003,Elec - Distribution,371617,,6085000,,1544,,,,,,,,,,,,,,,,,,0,,3941.062176
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,2004,Elec - Distribution,398779,,6496000,,1612,,,,,,,,,,,,,,,,,,0,,4029.776675
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,2005,Elec - Distribution,434794,,7328000,,1664,,,,,,,,,,,,,,,,,,0,,4403.846154
Venezuela,C.A. Energía Electrica de Venezuela ,ENELVEN,208008,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,1994,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,1995,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,1996,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,1997,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,1998,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,1999,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,1,,
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,2000,Elec - Distribution,43983,,439000,,,,,,,,,,,,,,,,,,,,1,,
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,2001,Elec - Distribution,46154,,490000,,247,,,,,,,,,,,,,,,,,,1,,1983.805668
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,2002,Elec - Distribution,46387,,545000,,248,,,,,,,,,,,,,,,,,,1,,2197.580645
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,2003,Elec - Distribution,46922,,573000,,262,,,,,,,,,,,,,,,,,,1,,2187.022901
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,2004,Elec - Distribution,47708,,667000,,268.5,,,,,,,,,,,,,,,,,,1,,2484.171322
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,2005,Elec - Distribution,47952,,737000,,275,,,,,,,,,,,,,,,,,,1,,2680
Venezuela,C.A. La Electricidad de Ciudad Bolivar,ELEBOL,208009,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,1994,Elec - Distribution,281786,,2462000,1208,682,,,,,,0.0928,,,,,,,,,,,,0,,3609.970674
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,1995,Elec - Distribution,276367,239087,2686000,1229,688,,,22483010000,,,0.0366,,,,,,,,,,,,0,347.5101744,3904.069767
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,1996,Elec - Distribution,275934,238747,2566000,1241,670,,,39144051000,,,0.0528,,,,,,,,,,,,0,356.338806,3829.850746
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,1997,Elec - Distribution,277193,238425,2576000,1250,620,,,66593845000,,,0.0564,,,,,,,,,,,,0,384.5564516,4154.83871
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,1998,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,1999,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,2000,Elec - Distribution,327467,281667.717,2794000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,2001,Elec - Distribution,336668,289581.8722,2811000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,2002,Elec - Distribution,341019,293324.3447,2639000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,2003,Elec - Distribution,,,2639000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,2004,Elec - Distribution,340088,292523.5536,2661000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,2005,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.A. Luz Electrica de Venezuela,CALEV,208003,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,1994,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,1995,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,1996,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,1997,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,1998,Elec - Distribution,223,,54067000,,3591,,,,,,0.038603791,,,,,,,,,2054.053899,,,0,,15056.25174
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,1999,Elec - Distribution,,,,,,,,,,,,,,,,,,,,10512.63239,,,0,,
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,2000,Elec - Distribution,268,,59232000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,2001,Elec - Distribution,282,,57295000,,3446,,,,,,,,,,,,,,,,,,0,,16626.52351
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,2002,Elec - Distribution,293,,56147000,,3548,,,,,,,,,,,,,,,,,,0,,15824.97182
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,2003,Elec - Distribution,314,,57109000,,3588,,,,,,,,,,,,,,,,,,0,,15916.66667
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,2004,Elec - Distribution,337,,66130000,,3796,,,,,,,,,,,,,,,,,,0,,17420.96944
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,2005,Elec - Distribution,351,,72754000,,3996,,,,,,,,,,,,,,,,,,0,,18206.70671
Venezuela,C.V.G. Electrificacion del Caroni C.A. Caracas ,EDELCA,208013,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,1994,Elec - Distribution,42254,,183000,1474,106.2990654,,,,,,0.088,,,,,,,,,,,,0,,1721.557939
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,1995,Elec - Distribution,43664,39368,176000,1474,120.8333333,,,944520000,24990000,,0.0969,,,,,,,,,,,,0,325.8041379,1456.551724
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,1996,Elec - Distribution,44212,39779,171000,1474,117.7954545,,,1939482000,,,0.1485,,,,,,,,,,,,0,337.6955431,1451.668918
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,1997,Elec - Distribution,45465,40936,190000,1474,117.7954545,,,3400165000,,,0.163,,,,,,,,,,,,0,347.5176539,1612.965464
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,1998,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,1999,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,2000,Elec - Distribution,58713,52864.29931,209000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,2001,Elec - Distribution,59874,53909.64619,230000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,2002,Elec - Distribution,60414,54395.85404,235000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,2003,Elec - Distribution,54640,49197.03156,223000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,2004,Elec - Distribution,55437,49914.63834,240000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,2005,Elec - Distribution,55731,50179.3515,284000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,87550,84190,,,,,
Venezuela,CA Compañía Luz Electrica del Yaracuy,CALEY,208004,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,83410,80170,,,,,
Venezuela,CA Luz y Fuerza de Puerto Cabello,CALIFE,208010,1994,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Luz y Fuerza de Puerto Cabello,CALIFE,208010,1995,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Luz y Fuerza de Puerto Cabello,CALIFE,208010,1996,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Luz y Fuerza de Puerto Cabello,CALIFE,208010,1997,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,CA Luz y Fuerza de Puerto Cabello,CALIFE,208010,1998,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,1,,
Venezuela,CA Luz y Fuerza de Puerto Cabello,CALIFE,208010,1999,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,1,,
Venezuela,CA Luz y Fuerza de Puerto Cabello,CALIFE,208010,2000,Elec - Distribution,44389,,324000,,,,,,,,,,,,,,,,39602.21294,16531.1402,,,1,,
Venezuela,CA Luz y Fuerza de Puerto Cabello,CALIFE,208010,2001,Elec - Distribution,45165,,338000,,166,,,,,,,,,,,,,,,,,,1,,2036.144578
Venezuela,CA Luz y Fuerza de Puerto Cabello,CALIFE,208010,2002,Elec - Distribution,45092,,336000,,159,,,,,,,,,,,,,,,,,,1,,2113.207547
